OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
87,GO-20141641161,1391403600000,1391230800000,2014,February,3,34,Monday    ,13,2014.0,February,1.0,32.0,Saturday  ,13,D42,Convenience Stores,Commercial,2133,200,Theft Over - Shoplifting,Theft Over,145,Malvern West,132,Malvern (132),-79.2323487581398,43.8152448354274
88,GO-20141468311,1391490000000,1390798800000,2014,February,4,35,Tuesday   ,13,2014.0,January,27.0,27.0,Monday    ,5,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,73,Moss Park,73,Moss Park (73),-79.368634367185,43.6521422576996
89,GO-20141470964,1391490000000,1389675600000,2014,February,4,35,Tuesday   ,19,2014.0,January,14.0,14.0,Tuesday   ,0,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.2997536323999,43.7637789425228
90,GO-20141467838,1391490000000,1370059200000,2014,February,4,35,Tuesday   ,12,2013.0,June,1.0,152.0,Saturday  ,8,D43,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2130,220,Theft - Misapprop Funds Over,Theft Over,136,West Hill,136,West Hill (136),-79.1944098058848,43.7613329083009
91,GO-20141475975,1391576400000,1391576400000,2014,February,5,36,Wednesday ,20,2014.0,February,5.0,36.0,Wednesday ,20,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.2859254691951,43.792367605595
92,GO-20141472601,1391576400000,1389762000000,2014,February,5,36,Wednesday ,9,2014.0,January,15.0,15.0,Wednesday ,12,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.6017340441854,43.7184366347877
93,GO-20141482008,1391662800000,1391662800000,2014,February,6,37,Thursday  ,19,2014.0,February,6.0,37.0,Thursday  ,19,D42,Convenience Stores,Commercial,2130,210,Theft Over,Theft Over,130,Milliken,130,Milliken (130),-79.2470033455125,43.8220643695179
94,GO-20141479482,1391662800000,1391403600000,2014,February,6,37,Thursday  ,12,2014.0,February,3.0,34.0,Monday    ,14,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.3164183555805,43.7049321497774
95,GO-20141482765,1391662800000,1391576400000,2014,February,6,37,Thursday  ,21,2014.0,February,5.0,36.0,Wednesday ,2,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3835905467229,43.6583035337972
96,GO-20141487437,1391749200000,1391749200000,2014,February,7,38,Friday    ,16,2014.0,February,7.0,38.0,Friday    ,16,D53,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2133,200,Theft Over - Shoplifting,Theft Over,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3427768179037,43.7055436489608
97,GO-20141486113,1391749200000,1391576400000,2014,February,7,38,Friday    ,15,2014.0,February,5.0,36.0,Wednesday ,0,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.4750768117999,43.7572122543497
98,GO-20141486298,1391749200000,1391662800000,2014,February,7,38,Friday    ,13,2014.0,February,6.0,37.0,Thursday  ,8,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38263784138,43.6529642847298
99,GO-20141487056,1391749200000,1391662800000,2014,February,7,38,Friday    ,15,2014.0,February,6.0,37.0,Thursday  ,8,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,200,Theft From Mail / Bag / Key,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3805774952918,43.6464145918027
100,GO-20141484867,1391749200000,1372564800000,2014,February,7,38,Friday    ,12,2013.0,June,30.0,181.0,Sunday    ,12,D31,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5188698859095,43.7385742765009
101,GO-20141494694,1391835600000,1378008000000,2014,February,8,39,Saturday  ,20,2013.0,September,1.0,244.0,Sunday    ,12,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,33,Clanton Park,33,Clanton Park (33),-79.4400896085665,43.7404947403398
102,GO-20141492599,1391835600000,1390626000000,2014,February,8,39,Saturday  ,16,2014.0,January,25.0,25.0,Saturday  ,8,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,169,Bay-Cloverhill,76,Bay Street Corridor (76),-79.3877091945108,43.669208968508
103,GO-20141492300,1391835600000,1391835600000,2014,February,8,39,Saturday  ,12,2014.0,February,8.0,39.0,Saturday  ,12,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),-79.3612663764071,43.7587148481133
104,GO-20141498920,1391922000000,1391922000000,2014,February,9,40,Sunday    ,16,2014.0,February,9.0,40.0,Sunday    ,16,D53,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3415976020403,43.704499946013
105,GO-20141505704,1392008400000,1392008400000,2014,February,10,41,Monday    ,18,2014.0,February,10.0,41.0,Monday    ,18,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,130,Milliken,130,Milliken (130),-79.2565133973462,43.8353776066649
106,GO-20141513111,1392094800000,1392094800000,2014,February,11,42,Tuesday   ,23,2014.0,February,11.0,42.0,Tuesday   ,21,D43,Universities / Colleges,Educational,2130,210,Theft Over,Theft Over,134,Highland Creek,134,Highland Creek (134),-79.1839631264009,43.7845019170873
107,GO-20141513734,1392181200000,1392181200000,2014,February,12,43,Wednesday ,3,2014.0,February,12.0,43.0,Wednesday ,2,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,94,Wychwood,94,Wychwood (94),-79.4308307876608,43.674356152093
108,GO-20141514830,1392181200000,1392094800000,2014,February,12,43,Wednesday ,9,2014.0,February,11.0,42.0,Tuesday   ,17,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5463392088264,43.6234586631073
109,GO-20141515313,1392181200000,1392094800000,2014,February,12,43,Wednesday ,18,2014.0,February,11.0,42.0,Tuesday   ,18,D54,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,59,Danforth East York,59,Danforth East York (59),-79.319911697119,43.6958763986141
110,GO-20141514640,1392181200000,1392094800000,2014,February,12,43,Wednesday ,8,2014.0,February,11.0,42.0,Tuesday   ,20,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,130,Milliken,130,Milliken (130),-79.2527213635729,43.8230449625423
111,GO-20141516921,1392181200000,1392094800000,2014,February,12,43,Wednesday ,15,2014.0,February,11.0,42.0,Tuesday   ,16,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.3462457545486,43.7478316584889
112,GO-20141521227,1392267600000,1392267600000,2014,February,13,44,Thursday  ,12,2014.0,February,13.0,44.0,Thursday  ,9,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5838187834556,43.6848137725219
113,GO-20141525032,1392267600000,1392267600000,2014,February,13,44,Thursday  ,20,2014.0,February,13.0,44.0,Thursday  ,15,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),-79.4498189738781,43.699061445328
114,GO-20141521717,1392267600000,1388898000000,2014,February,13,44,Thursday  ,12,2014.0,January,5.0,5.0,Sunday    ,21,D22,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,18,New Toronto,18,New Toronto (18),-79.5244541896217,43.6018201599658
115,GO-20141527859,1392354000000,1392354000000,2014,February,14,45,Friday    ,10,2014.0,February,14.0,45.0,Friday    ,10,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.6349321350739,43.7474308136791
116,GO-20141528527,1392354000000,1392008400000,2014,February,14,45,Friday    ,14,2014.0,February,10.0,41.0,Monday    ,22,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3974718369136,43.6458837443056
117,GO-20141528073,1392354000000,1392267600000,2014,February,14,45,Friday    ,15,2014.0,February,13.0,44.0,Thursday  ,14,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5133460590889,43.7219809649248
118,GO-20141534507,1392440400000,1392354000000,2014,February,15,46,Saturday  ,11,2014.0,February,14.0,45.0,Friday    ,18,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4563444237828,43.7084393767089
119,GO-20141533742,1392440400000,1392354000000,2014,February,15,46,Saturday  ,9,2014.0,February,14.0,45.0,Friday    ,17,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5287173178584,43.7534351153068
120,GO-20141546389,1392613200000,1392526800000,2014,February,17,48,Monday    ,17,2014.0,February,16.0,47.0,Sunday    ,22,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5290130564425,43.7230671864737
121,GO-20141547818,1392613200000,1392613200000,2014,February,17,48,Monday    ,17,2014.0,February,17.0,48.0,Monday    ,17,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3799703459631,43.6540566122559
122,GO-20141550208,1392699600000,1392699600000,2014,February,18,49,Tuesday   ,7,2014.0,February,18.0,49.0,Tuesday   ,7,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.6017340441854,43.7184366347877
123,GO-20141553319,1392699600000,1392699600000,2014,February,18,49,Tuesday   ,16,2014.0,February,18.0,49.0,Tuesday   ,16,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.380671248531,43.6557678832919
124,GO-20141552352,1392699600000,1392699600000,2014,February,18,49,Tuesday   ,13,2014.0,February,18.0,49.0,Tuesday   ,13,D33,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.3408560611959,43.7276502523936
125,GO-20141561384,1392786000000,1392786000000,2014,February,19,50,Wednesday ,21,2014.0,February,19.0,50.0,Wednesday ,9,D11,"Open Areas (Lakes, Parks, Rivers)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,87,High Park-Swansea,87,High Park-Swansea (87),-79.4661185839825,43.6452233736441
126,GO-20141559364,1392786000000,1392786000000,2014,February,19,50,Wednesday ,15,2014.0,February,19.0,50.0,Wednesday ,14,D23,Bar / Restaurant,Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5703348496405,43.6905111298225
127,GO-20141567545,1392872400000,1389675600000,2014,February,20,51,Thursday  ,20,2014.0,January,14.0,14.0,Tuesday   ,0,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,109,Caledonia-Fairbank,109,Caledonia-Fairbank (109),-79.4499289825108,43.6874882300288
128,GO-20141563630,1392872400000,1391317200000,2014,February,20,51,Thursday  ,10,2014.0,February,2.0,33.0,Sunday    ,18,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.3837227228357,43.6879674875811
129,GO-20141563527,1392872400000,1392872400000,2014,February,20,51,Thursday  ,11,2014.0,February,20.0,51.0,Thursday  ,11,D42,Convenience Stores,Commercial,2130,210,Theft Over,Theft Over,148,East L'Amoreaux,117,L'Amoreaux (117),-79.3161772420823,43.8011600364127
130,GO-20141563619,1392872400000,1392872400000,2014,February,20,51,Thursday  ,9,2014.0,February,20.0,51.0,Thursday  ,9,D43,Schools During Un-Supervised Activity,Educational,2130,210,Theft Over,Theft Over,134,Highland Creek,134,Highland Creek (134),-79.1839631264009,43.7845019170873
131,GO-20141565336,1392872400000,1392872400000,2014,February,20,51,Thursday  ,13,2014.0,February,20.0,51.0,Thursday  ,12,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,99,Mount Pleasant East,99,Mount Pleasant East (99),-79.3791779925992,43.7111922662053
132,GO-20141573896,1392958800000,1388552400000,2014,February,21,52,Friday    ,22,2014.0,January,1.0,1.0,Wednesday ,0,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,58,Old East York,58,Old East York (58),-79.3448055076359,43.6933321377015
133,GO-20141578351,1393045200000,1393045200000,2014,February,22,53,Saturday  ,15,2014.0,February,22.0,53.0,Saturday  ,15,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.3508584136756,43.6625748887069
134,GO-20141586045,1393131600000,1393131600000,2014,February,23,54,Sunday    ,23,2014.0,February,23.0,54.0,Sunday    ,23,D11,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2132,200,Theft From Motor Vehicle Over,Theft Over,83,Dufferin Grove,83,Dufferin Grove (83),-79.4439616852043,43.6550202380595
135,GO-20141581210,1393131600000,1393045200000,2014,February,23,54,Sunday    ,1,2014.0,February,22.0,53.0,Saturday  ,19,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,52,Bayview Village,52,Bayview Village (52),-79.3907056785834,43.7822454285885
136,GO-20141583598,1393131600000,1393131600000,2014,February,23,54,Sunday    ,13,2014.0,February,23.0,54.0,Sunday    ,1,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,84,Little Portugal,84,Little Portugal (84),-79.4273095960693,43.6429274683516
137,GO-20141587443,1393218000000,1392958800000,2014,February,24,55,Monday    ,7,2014.0,February,21.0,52.0,Friday    ,16,D31,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5290874656483,43.7484170790108
138,GO-20141587705,1393218000000,1393131600000,2014,February,24,55,Monday    ,8,2014.0,February,23.0,54.0,Sunday    ,15,NSA,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-79.8651623998552,43.5473082545303
139,GO-20141589880,1393218000000,1393045200000,2014,February,24,55,Monday    ,14,2014.0,February,22.0,53.0,Saturday  ,3,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3966348636873,43.6494310712915
140,GO-20141595015,1393304400000,1392440400000,2014,February,25,56,Tuesday   ,11,2014.0,February,15.0,46.0,Saturday  ,0,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,100,Yonge-Eglinton,100,Yonge-Eglinton (100),-79.4054408774443,43.7032589295281
141,GO-20141595545,1393304400000,1393304400000,2014,February,25,56,Tuesday   ,16,2014.0,February,25.0,56.0,Tuesday   ,16,D23,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5782640714048,43.7013177978011
142,GO-20141597650,1393304400000,1393304400000,2014,February,25,56,Tuesday   ,19,2014.0,February,25.0,56.0,Tuesday   ,16,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.2995264484437,43.7251726734226
143,GO-20141604934,1393390800000,1392872400000,2014,February,26,57,Wednesday ,22,2014.0,February,20.0,51.0,Thursday  ,23,D43,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,139,Scarborough Village,139,Scarborough Village (139),-79.2159984463864,43.7326103623458
144,GO-20141600696,1393390800000,1389157200000,2014,February,26,57,Wednesday ,10,2014.0,January,8.0,8.0,Wednesday ,6,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,153,Avondale,51,Willowdale East (51),-79.4085446458336,43.7576003173695
145,GO-20141606286,1393477200000,1393390800000,2014,February,27,58,Thursday  ,8,2014.0,February,26.0,57.0,Wednesday ,18,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,105,Lawrence Park North,105,Lawrence Park North (105),-79.3942619708536,43.7292332071638
146,GO-20141607157,1393477200000,1391317200000,2014,February,27,58,Thursday  ,10,2014.0,February,2.0,33.0,Sunday    ,0,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,50,Newtonbrook East,50,Newtonbrook East (50),-79.4128465724846,43.7919945088168
147,GO-20141613823,1393563600000,1390280400000,2014,February,28,59,Friday    ,15,2014.0,January,21.0,21.0,Tuesday   ,8,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3808065585335,43.6498865241802
