OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
694,GO-20142870490,2014.09.08,2014,September,8,Monday,251,D12,Shooting,30,Brookhaven-Amesbury,28,Rustic (28),-79.50383466,43.70287184
695,GO-20142870125,2014.09.08,2014,September,8,Monday,251,D54,Stabbing,62,East End-Danforth,62,East End-Danforth (62),-79.29676814,43.68929898
696,GO-20142886898,2014.09.11,2014,September,11,Thursday,254,D32,Shooting,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),-79.39478612,43.76020936
697,GO-20142891423,2014.09.11,2014,September,11,Thursday,254,D22,Other,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.53034496,43.64698477
698,GO-20142905498,2014.09.14,2014,September,14,Sunday,257,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.22532108,43.75981655
699,GO-20142910832,2014.09.14,2014,September,14,Sunday,257,D33,Other,47,Don Valley Village,47,Don Valley Village (47),-79.35165385,43.78764304
700,GO-20142929457,2014.09.17,2014,September,17,Wednesday,260,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.50044567,43.7620719
701,GO-20142966747,2014.09.23,2014,September,23,Tuesday,266,D23,Stabbing,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58437608,43.74798715
702,GO-20142992607,2014.09.27,2014,September,27,Saturday,270,D54,Stabbing,66,Danforth,66,Danforth (66),-79.33134571,43.68170366
703,GO-20143005270,2014.09.29,2014,September,29,Monday,272,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.22055842,43.74282882
704,GO-20143017592,2014.09.30,2014,September,30,Tuesday,273,D13,Stabbing,107,Oakwood Village,107,Oakwood Village (107),-79.44499706,43.69606482
705,GO-20143045566,2014.10.05,2014,October,5,Sunday,278,D12,Shooting,90,Junction Area,90,Junction Area (90),-79.47407222,43.67889305
706,GO-20143053896,2014.10.06,2014,October,6,Monday,279,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.36374886,43.6572161
707,GO-20143053009,2014.10.06,2014,October,6,Monday,279,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.54575318,43.70117781
708,GO-20143053009,2014.10.06,2014,October,6,Monday,279,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.54575318,43.70117781
709,GO-20143094406,2014.10.13,2014,October,13,Monday,286,D33,Other,47,Don Valley Village,47,Don Valley Village (47),-79.36115036,43.79073022
710,GO-20143107536,2014.10.15,2014,October,15,Wednesday,288,D11,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.43869632,43.66765464
711,GO-20143208371,2014.10.30,2014,October,30,Thursday,303,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.4864487,43.74477134
712,GO-20143252379,2014.11.06,2014,November,6,Thursday,310,D12,Shooting,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.47123748,43.69049658
713,GO-20143310199,2014.11.16,2014,November,16,Sunday,320,D52,Shooting,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38605643,43.65523438
714,GO-20143392120,2014.11.29,2014,November,29,Saturday,333,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34138354,43.70801163
715,GO-20143392120,2014.11.29,2014,November,29,Saturday,333,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34138354,43.70801163
716,GO-20143392120,2014.11.29,2014,November,29,Saturday,333,D53,Stabbing,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34138354,43.70801163
717,GO-20143420091,2014.12.01,2014,December,1,Monday,335,D51,Stabbing,74,North St.James Town,74,North St.James Town (74),-79.37377428,43.66728915
718,GO-20143423102,2014.12.04,2014,December,4,Thursday,338,D41,Stabbing,157,Bendale South,127,Bendale (127),-79.25482218,43.74551749
719,GO-20143455828,2014.12.09,2014,December,9,Tuesday,343,D11,Stabbing,88,High Park North,88,High Park North (88),-79.46821933,43.65632622
720,GO-20143536404,2014.12.15,2014,December,15,Monday,349,D14,Other,84,Little Portugal,84,Little Portugal (84),-79.42493153,43.64335992
721,GO-201555992,2015.01.10,2015,January,10,Saturday,10,D51,Stabbing,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.37671331,43.66241268
722,GO-201594334,2015.01.16,2015,January,16,Friday,16,D23,Other,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59622148,43.74143135
723,GO-201599853,2015.01.17,2015,January,17,Saturday,17,D32,Stabbing,50,Newtonbrook East,50,Newtonbrook East (50),-79.4126711,43.78133031
724,GO-2015159448,2015.01.27,2015,January,27,Tuesday,27,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.44926911,43.7205075
725,GO-2015179790,2015.01.31,2015,January,31,Saturday,31,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.40545063,43.65088291
726,GO-2015205271,2015.02.04,2015,February,4,Wednesday,35,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.26220606,43.71254894
727,GO-2015346652,2015.02.28,2015,February,28,Saturday,59,D55,Shooting,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.32088796,43.68393823
728,GO-2015346652,2015.02.28,2015,February,28,Saturday,59,D55,Shooting,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.32088796,43.68393823
729,GO-2015453427,2015.03.17,2015,March,17,Tuesday,76,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.54867241,43.7013181
730,GO-2015457868,2015.03.18,2015,March,18,Wednesday,77,D22,Other,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.48326397,43.6205055
731,GO-2015473322,2015.03.21,2015,March,21,Saturday,80,D23,Stabbing,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.57040564,43.67633225
732,GO-2015531511,2015.03.30,2015,March,30,Monday,89,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58380099,43.73447858
733,GO-2015586781,2015.04.09,2015,April,9,Thursday,99,D54,Other,61,Taylor-Massey,61,Taylor-Massey (61),-79.30335812,43.69515077
734,GO-2015618195,2015.04.14,2015,April,14,Tuesday,104,D13,Other,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),-79.43957083,43.67825217
735,GO-2015669864,2015.04.23,2015,April,23,Thursday,113,D41,Stabbing,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),-79.2637076,43.6920648
736,GO-2015767516,2015.05.08,2015,May,8,Friday,128,D43,Stabbing,136,West Hill,136,West Hill (136),-79.18255246,43.76301925
737,GO-2015819674,2015.05.17,2015,May,17,Sunday,137,D11,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.45315724,43.66577996
738,GO-2015831181,2015.05.19,2015,May,19,Tuesday,139,D54,Shooting,66,Danforth,66,Danforth (66),-79.32476486,43.68311087
739,GO-2015843494,2015.05.20,2015,May,20,Wednesday,140,D11,Shooting,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.44774438,43.65977334
740,GO-2015870230,2015.05.25,2015,May,25,Monday,145,D43,Stabbing,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.2352639,43.75771567
741,GO-2015922149,2015.05.30,2015,May,30,Saturday,150,D54,Stabbing,60,Woodbine-Lumsden,60,Woodbine-Lumsden (60),-79.31240543,43.68947229
742,GO-2015916307,2015.06.01,2015,June,1,Monday,152,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.2352639,43.75771567
743,GO-2015926649,2015.06.03,2015,June,3,Wednesday,154,D51,Stabbing,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37775539,43.6519573
744,GO-2015988808,2015.06.12,2015,June,12,Friday,163,D12,Other,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.49415781,43.67258053
745,GO-20151086599,2015.06.28,2015,June,28,Sunday,179,D14,Shooting,84,Little Portugal,84,Little Portugal (84),-79.42285012,43.64123192
746,GO-20151086599,2015.06.28,2015,June,28,Sunday,179,D14,Shooting,84,Little Portugal,84,Little Portugal (84),-79.42285012,43.64123192
747,GO-20151158745,2015.07.09,2015,July,9,Thursday,190,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58380099,43.73447858
748,GO-20151178239,2015.07.10,2015,July,10,Friday,191,D13,Other,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.44851171,43.66858493
749,GO-20151182401,2015.07.12,2015,July,12,Sunday,193,D43,Stabbing,123,Cliffcrest,123,Cliffcrest (123),-79.22679067,43.73001674
750,GO-20151325557,2015.08.03,2015,August,3,Monday,215,D51,Stabbing,74,North St.James Town,74,North St.James Town (74),-79.37206804,43.67070052
751,GO-20151330701,2015.08.04,2015,August,4,Tuesday,216,D14,Shooting,163,Fort York-Liberty Village,82,Niagara (82),-79.42262288,43.6327429
752,GO-20151330701,2015.08.04,2015,August,4,Tuesday,216,D14,Shooting,163,Fort York-Liberty Village,82,Niagara (82),-79.42262288,43.6327429
753,GO-20151352151,2015.08.07,2015,August,7,Friday,219,D12,Stabbing,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.46369835,43.67587414
754,GO-20151362027,2015.08.09,2015,August,9,Sunday,221,D52,Shooting,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38163118,43.65442112
755,GO-20151423810,2015.08.19,2015,August,19,Wednesday,231,D51,Shooting,73,Moss Park,73,Moss Park (73),-79.37021334,43.65848384
756,GO-20151428790,2015.08.19,2015,August,19,Wednesday,231,D12,Shooting,28,Rustic,28,Rustic (28),-79.50411114,43.71413062
757,GO-20151536584,2015.09.06,2015,September,6,Sunday,249,D12,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.50085045,43.67797235
758,GO-20151577444,2015.09.12,2015,September,12,Saturday,255,D43,Stabbing,136,West Hill,136,West Hill (136),-79.19643141,43.76614407
759,GO-20151641806,2015.09.22,2015,September,22,Tuesday,265,D43,Stabbing,135,Morningside,135,Morningside (135),-79.21206073,43.78954218
760,GO-20151692243,2015.10.01,2015,October,1,Thursday,274,D43,Shooting,134,Highland Creek,134,Highland Creek (134),-79.15459325,43.79357368
761,GO-2018104863,2015.10.15,2015,October,15,Thursday,288,D43,Other,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.22225749,43.7510204
762,GO-20151791234,2015.10.17,2015,October,17,Saturday,290,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59556249,43.68675119
763,GO-20151869657,2015.10.31,2015,October,31,Saturday,304,D51,Shooting,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38410773,43.66846411
764,GO-20151899333,2015.11.04,2015,November,4,Wednesday,308,D53,Shooting,56,Leaside-Bennington,56,Leaside-Bennington (56),-79.35531535,43.71661681
765,GO-20151783770,2015.11.10,2015,November,10,Tuesday,314,D55,Other,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.31190314,43.68036996
766,GO-20151939320,2015.11.10,2015,November,10,Tuesday,314,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.27361267,43.71325935
767,GO-20151950148,2015.11.13,2015,November,13,Friday,317,D42,Stabbing,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.31072707,43.77706418
768,GO-20151947851,2015.11.13,2015,November,13,Friday,317,D51,Stabbing,74,North St.James Town,74,North St.James Town (74),-79.37377428,43.66728915
769,GO-20151975144,2015.11.17,2015,November,17,Tuesday,321,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.60383053,43.73115619
770,GO-20152071129,2015.11.28,2015,November,28,Saturday,332,D41,Other,121,Oakridge,121,Oakridge (121),-79.28688645,43.69676167
771,GO-20152050482,2015.11.30,2015,November,30,Monday,334,D23,Shooting,3,Thistletown-Beaumond Heights,3,Thistletown-Beaumond Heights (3),-79.58211226,43.74325749
772,GO-20152123843,2015.12.11,2015,December,11,Friday,345,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.39331907,43.64672612
773,GO-20152125474,2015.12.11,2015,December,11,Friday,345,D33,Shooting,53,Henry Farm,53,Henry Farm (53),-79.33990974,43.77605294
774,GO-20152123328,2015.12.11,2015,December,11,Friday,345,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3805775,43.64641459
775,GO-2018104863,2015.12.14,2015,December,14,Monday,348,D52,Other,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34138354,43.70801163
776,GO-20152151120,2015.12.15,2015,December,15,Tuesday,349,D51,Stabbing,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.38157518,43.66008029
777,GO-20152149617,2015.12.15,2015,December,15,Tuesday,349,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.57207364,43.7559688
778,GO-20152180756,2015.12.20,2015,December,20,Sunday,354,D13,Other,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),-79.42086651,43.68618824
779,GO-20152229877,2015.12.30,2015,December,30,Wednesday,364,D53,Other,100,Yonge-Eglinton,100,Yonge-Eglinton (100),-79.39779022,43.7013855
780,GO-201620700,2016.01.04,2016,January,4,Monday,4,D54,Shooting,61,Taylor-Massey,61,Taylor-Massey (61),-79.29129504,43.69313865
781,GO-201698593,2016.01.17,2016,January,17,Sunday,17,D32,Other,50,Newtonbrook East,50,Newtonbrook East (50),-79.41048414,43.79652469
782,GO-2016108786,2016.01.19,2016,January,19,Tuesday,19,D22,Shooting,18,New Toronto,18,New Toronto (18),-79.50864433,43.60000792
783,GO-2016120610,2016.01.20,2016,January,20,Wednesday,20,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),-79.33312856,43.7981694
784,GO-2016119350,2016.01.20,2016,January,20,Wednesday,20,D22,Shooting,10,Princess-Rosethorn,10,Princess-Rosethorn (10),-79.54348963,43.67198913
785,GO-2016139786,2016.01.24,2016,January,24,Sunday,24,D43,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),-79.25364972,43.77167244
786,GO-2016173014,2016.01.29,2016,January,29,Friday,29,D13,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.46580817,43.70823101
787,GO-2016175803,2016.01.30,2016,January,30,Saturday,30,D23,Other,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58174802,43.73777365
788,GO-2016181573,2016.01.31,2016,January,31,Sunday,31,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39922772,43.65584521
789,GO-2016181573,2016.01.31,2016,January,31,Sunday,31,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39922772,43.65584521
790,GO-2016204501,2016.02.03,2016,February,3,Wednesday,34,D22,Stabbing,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.56971993,43.65158597
791,GO-2016215657,2016.02.05,2016,February,5,Friday,36,D42,Other,146,Malvern East,132,Malvern (132),-79.21865095,43.80653086
792,GO-2016215657,2016.02.05,2016,February,5,Friday,36,D42,Other,146,Malvern East,132,Malvern (132),-79.21865095,43.80653086
793,GO-2016215657,2016.02.05,2016,February,5,Friday,36,D42,Other,146,Malvern East,132,Malvern (132),-79.21865095,43.80653086
794,GO-2016215657,2016.02.05,2016,February,5,Friday,36,D42,Other,146,Malvern East,132,Malvern (132),-79.21865095,43.80653086
795,GO-2016225259,2016.02.07,2016,February,7,Sunday,38,D54,Other,43,Victoria Village,43,Victoria Village (43),-79.30493587,43.71598062
796,GO-2016235777,2016.02.09,2016,February,9,Tuesday,40,D12,Stabbing,30,Brookhaven-Amesbury,28,Rustic (28),-79.50383466,43.70287184
797,GO-2016317425,2016.02.22,2016,February,22,Monday,53,D43,Other,139,Scarborough Village,139,Scarborough Village (139),-79.2123815,43.74459793
798,GO-2016345475,2016.02.27,2016,February,27,Saturday,58,D41,Stabbing,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.28991548,43.70753895
799,GO-2016354140,2016.02.28,2016,February,28,Sunday,59,D23,Shooting,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.51579787,43.69251216
800,GO-2016359352,2016.02.29,2016,February,29,Monday,60,D11,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.21831054,43.74529871
801,GO-2016265129,2016.03.04,2016,March,4,Friday,64,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39152705,43.65222071
802,GO-2016481311,2016.03.20,2016,March,20,Sunday,80,D42,Shooting,148,East L'Amoreaux,117,L'Amoreaux (117),-79.30243373,43.79721282
803,GO-2016491854,2016.03.22,2016,March,22,Tuesday,82,D12,Other,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),-79.51111224,43.71595384
804,GO-2016500861,2016.03.23,2016,March,23,Wednesday,83,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.3419651,43.66241027
805,GO-2016556458,2016.04.02,2016,April,2,Saturday,93,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.36343874,43.65582473
806,GO-2016602150,2016.04.09,2016,April,9,Saturday,100,D31,Other,27,York University Heights,27,York University Heights (27),-79.49652055,43.74859199
807,GO-2016630918,2016.04.13,2016,April,13,Wednesday,104,D53,Shooting,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38678443,43.67022021
808,GO-2016632371,2016.04.14,2016,April,14,Thursday,105,D22,Shooting,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.49674637,43.61222964
809,GO-2016652097,2016.04.17,2016,April,17,Sunday,108,D54,Shooting,66,Danforth,66,Danforth (66),-79.32476486,43.68311087
810,GO-2016656231,2016.04.17,2016,April,17,Sunday,108,D12,Other,113,Weston,113,Weston (113),-79.52940286,43.70513523
811,GO-2016666749,2016.04.19,2016,April,19,Tuesday,110,D51,Other,68,North Riverdale,68,North Riverdale (68),-79.35290747,43.66615451
812,GO-2018104863,2016.04.22,2016,April,22,Friday,113,D53,Other,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34138354,43.70801163
813,GO-2016734521,2016.04.29,2016,April,29,Friday,120,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.31292493,43.75840854
814,GO-2016734521,2016.04.29,2016,April,29,Friday,120,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.31292493,43.75840854
815,GO-2016838159,2016.05.15,2016,May,15,Sunday,136,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58941948,43.73201658
816,GO-2016838159,2016.05.15,2016,May,15,Sunday,136,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58941948,43.73201658
817,GO-2016851941,2016.05.18,2016,May,18,Wednesday,139,D51,Other,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38234267,43.66680298
818,GO-2016965196,2016.06.03,2016,June,3,Friday,155,D31,Shooting,22,Humbermede,22,Humbermede (22),-79.5403342,43.74271952
819,GO-2016989870,2016.06.07,2016,June,7,Tuesday,159,D53,Shooting,174,South Eglinton-Davisville,104,Mount Pleasant West (104),-79.39663505,43.70655007
820,GO-20161148938,2016.07.01,2016,July,1,Friday,183,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.4038075,43.65725556
821,GO-20161148938,2016.07.01,2016,July,1,Friday,183,D14,Shooting,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.4038075,43.65725556
822,GO-20161116247,2016.07.03,2016,July,3,Sunday,185,D11,Other,84,Little Portugal,84,Little Portugal (84),-79.43767134,43.64963962
823,GO-20161229465,2016.07.13,2016,July,13,Wednesday,195,D31,Shooting,154,Oakdale-Beverley Heights,25,Glenfield-Jane Heights (25),-79.52013064,43.73780052
824,GO-20161263080,2016.07.18,2016,July,18,Monday,200,D51,Other,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37256279,43.6503169
825,GO-20161329227,2016.07.28,2016,July,28,Thursday,210,D41,Shooting,157,Bendale South,127,Bendale (127),-79.25807235,43.75296847
826,GO-20161335085,2016.07.29,2016,July,29,Friday,211,D51,Stabbing,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38192438,43.66952775
827,GO-20161403032,2016.08.09,2016,August,9,Tuesday,222,D55,Other,69,Blake-Jones,69,Blake-Jones (69),-79.33443371,43.677263429999996
828,GO-20161443064,2016.08.15,2016,August,15,Monday,228,D51,Other,73,Moss Park,73,Moss Park (73),-79.37345495,43.65729769
829,GO-20161480338,2016.08.21,2016,August,21,Sunday,234,D14,Shooting,162,West Queen West,82,Niagara (82),-79.41270633,43.64190559
830,GO-20161506128,2016.08.25,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village,139,Scarborough Village (139),-79.22282061,43.73957577
831,GO-20161506128,2016.08.25,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village,139,Scarborough Village (139),-79.22282061,43.73957577
832,GO-20161506128,2016.08.25,2016,August,25,Thursday,238,D43,Other,139,Scarborough Village,139,Scarborough Village (139),-79.22282061,43.73957577
833,GO-20161520715,2016.08.27,2016,August,27,Saturday,240,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.35289985,43.66048853
834,GO-20161613172,2016.09.11,2016,September,11,Sunday,255,D14,Shooting,85,South Parkdale,85,South Parkdale (85),-79.4253333,43.63733981
835,GO-20161625137,2016.09.13,2016,September,13,Tuesday,257,D31,Stabbing,27,York University Heights,27,York University Heights (27),-79.4997038,43.76779533
836,GO-20161688118,2016.09.21,2016,September,21,Wednesday,265,D11,Other,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.45736952,43.66972272
837,GO-20161696689,2016.09.23,2016,September,23,Friday,267,D43,Stabbing,156,Bendale-Glen Andrew,127,Bendale (127),-79.25362418,43.7745768
838,GO-20161743137,2016.09.30,2016,September,30,Friday,274,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.61077713,43.7339786
839,GO-20161838374,2016.10.16,2016,October,16,Sunday,290,D12,Shooting,113,Weston,113,Weston (113),-79.51778665,43.7005943
840,GO-20161855287,2016.10.18,2016,October,18,Tuesday,292,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.60015252,43.74702948
841,GO-20161888229,2016.10.24,2016,October,24,Monday,298,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.55637202,43.69952383
842,GO-20161907779,2016.10.27,2016,October,27,Thursday,301,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,135,Morningside (135),-79.20562524,43.76404365
